page,name,price,product_url,image_url
2,Письменный стол Изи 120x67 Оливковый,17 990,https://www.divan.ru/product/pismennyj-stol-izi-120x67-olivkovyj,https://cdn0.divan.ru/img/v1/AbzzbNdC5GAm0YKYMm2jS4iXhN8RR1W6Cy7EFrkAfqw/t:0::0:0/pd:55:55:55:55/rs:fit:314:314:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzYwODQ5NzEucG5n.jpg
2,Стеллаж детский Финни 78x78 Терракотовый,15 990,https://www.divan.ru/product/stellaj-detskij-finni-1-terracota,https://cdn0.divan.ru/img/v1/0fqr6c0i0uas-pVk6vxyGqo5Ynz29-BXtMHWw2LtAko/t:0::0:0/pd:30:30:30:30/rs:fit:364:364:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzU3ODAyMDIucG5n.jpg
2,Стеллаж Изи 90x152 Желтый/Розовый,29 990,https://www.divan.ru/product/stellaj-izi-90x152-jeltyj-rozovyj,https://cdn0.divan.ru/img/v1/fWW5nbjErsuMe84PTX8KAS4BD_eDhb-Wf6baJ2k6a_8/t:0::0:0/pd:30:30:30:30/rs:fit:364:364:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzU5NjY4NjEucG5n.jpg
2,Плед Ска Молочный-Графитовый 150x200,3990,https://www.divan.ru/product/pled-ska-white-grafit-150x200,https://cdn0.divan.ru/img/v1/L3_0MsIdvqGPHwtYus6cArNk45zQdxhBbxke_nm9Iis/t:0::0:0/pd:30:30:30:30/rs:fit:364:364:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzYwMjE1MDAucG5n.jpg
2,Стеллаж Руффи 201x90 Дуб Барбера,21 290,https://www.divan.ru/product/stellaj-ruffi-3-oak,https://cdn0.divan.ru/img/v1/RaxsI6K-Wh-2H8Hl8BnUWIJkjbb6Cn6EvT3q1R8pxaU/t:0::0:0/pd:30:30:30:30/rs:fit:364:364:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzU3NjQ2MTcucG5n.jpg
2,Плед Сири Молочный-Графитовый 120x170,4990,https://www.divan.ru/product/pled-siri-molochnyj-grafitovyj-120x170,https://cdn0.divan.ru/img/v1/4iikhmCEwmUKH30g0yy9GLMj5lat6tjKnGu713d6mBU/t:0::0:0/pd:30:30:30:30/rs:fit:364:364:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzYwMTc3MDUucG5n.jpg
2,Кресло Рофл Вельвет Желтый/Розовый,25 990,https://www.divan.ru/product/kreslo-rofl-velvet-jeltyj-rozovyj,https://cdn0.divan.ru/img/v1/-5AFNN5Dc-kfyztFrN0EXT8YRszM0MVOECZ7sEY6Nco/t:0::0:0/pd:85:85:85:85/rs:fit:254:254:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzYwMTM1OTYucG5n.jpg
2,ТВ-тумба Энзо 160x47 Светло-бежевый/Оливковый,27 990,https://www.divan.ru/product/tv-tumba-enzo-1-ivory-olive,https://cdn0.divan.ru/img/v1/Iuj_tMfdBamu7T_6p5_I5iulNlP8tvrsji1N28hYNK0/t:0::0:0/pd:50:50:50:50/rs:fit:324:324:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzU4NDY4MjcucG5n.jpg
2,Подушка Файв Бежевый-Лиловый 45x45,2490,https://www.divan.ru/product/podushka-fajv-bejevyj-lilovyj-45x45,https://cdn0.divan.ru/img/v1/GCU8oEDLRxsxdeANBpQjUVq5wTAHCvw-mCgQgjIxHPw/t:0::0:0/pd:75:75:75:75/rs:fit:274:274:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzYwMTY5NjIucG5n.jpg
2,Стул детский Плампи Белый/Древесный,1990,https://www.divan.ru/product/stul-plampi-white,https://cdn0.divan.ru/img/v1/qteIeDXnlGUXtQskXATcFp6XaKzm8aQlr2E0XzBl25c/t:0::0:0/pd:100:100:100:100/rs:fit:224:224:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzQ5OTYxMjIucG5n.jpg
